system:index,latitude,longitude,phosphorus,.geo
842_0,-28.07158379274787,27.308355173869124,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
847_0,6.44050280480942,5.696506405464854,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
849_0,4.806968367967533,9.447871031947976,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
854_0,5.7499456119817065,-5.071419242219026,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
857_0,7.22905292355522,4.225065970077078,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
859_0,-13.376083880710377,16.666822486660863,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
864_0,1.57417249170397,33.691334425180386,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
866_0,-12.096756209025184,38.727379739482835,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
869_0,8.962174922677079,46.38425989520398,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
873_0,-30.820903797696115,21.287846139700093,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
885_0,10.555425006899393,3.3591798677142717,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
892_0,9.75271420419344,9.464310201647363,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
894_0,8.015695139757552,12.845928257186891,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
895_0,-10.285637676898633,17.959588012037266,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
896_0,14.150843497468507,7.656540523885239,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
898_0,-22.919627804909155,18.914946316698376,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
899_0,-15.137762183851981,40.24813768396877,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
